Customer_ID,Gender,Age,Remaining Rewards Points,Churn
120952006,Male,60,1410,0
120959357,Male,30,1330,1
120969028,Male,40,1200,1
121045462,Female,60,1530,0
121062940,Male,40,1520,0
121102257,Male,60,1630,0
121138690,Female,60,490,1
121153556,Female,30,540,1
121160257,Male,20,260,1
121182372,Female,60,3440,0
121191589,Male,30,910,0
121249389,Male,40,2810,0
121254345,Female,30,1130,1
121259029,Female,50,110,1
121267888,Female,40,370,0
121288661,Female,30,1430,0
121352478,Female,30,810,0
121353024,Male,40,4580,0
121371189,Female,40,2040,1
121383502,Female,60,1000,1
121397431,Male,30,1530,1
121425264,Female,40,980,0
121425738,Female,50,830,1
121461477,Male,40,1060,0
121464492,Male,50,1230,0
121510700,Female,30,310,1
121524837,Female,30,3050,0
121528507,Female,20,1280,0
121564956,Female,20,3270,0
121640063,Female,20,340,1
121688003,Female,30,180,1
121690396,Female,30,640,1
121699580,Female,30,1930,0
121717475,Female,30,1510,0
121720482,Female,20,960,1
121722332,Female,30,680,0
121750809,Male,20,1010,1
121789557,Female,50,2390,0
121794285,Female,40,2200,1
121851568,Female,20,455,1
121860034,Male,40,1940,0
121891427,Male,20,1390,0
121903403,Female,50,1320,0
121971990,Male,20,1480,0
121988196,Female,20,660,0
122008480,Female,20,2080,0
122010278,Male,40,540,1
122014832,Male,20,680,1
122026989,Female,40,370,1
122036841,Female,40,880,1
122042989,Female,60,480,1
122050205,Male,40,580,1
122102171,Male,20,850,1
122117328,Female,20,1680,1
122121547,Male,60,700,1
122132048,Female,50,1270,0
122154392,Female,40,2010,0
122155665,Female,20,480,1
122162656,Female,60,250,0
122169068,Male,30,4920,1
122188229,Female,40,410,0
122191434,Female,60,2610,0
122206442,Female,40,2360,0
122216106,Female,50,3850,0
122223104,Female,30,1780,1
122224002,Female,20,1450,0
122280190,Female,30,2010,1
122283054,Female,60,1960,0
122328830,Male,60,600,0
122347787,Male,20,200,1
122354341,Female,30,470,1
122395948,Female,40,1440,1
122412461,Male,40,1500,0
122421685,Female,40,280,0
122501394,Female,20,1720,0
122501424,Male,50,630,0
122560629,Male,30,975,1
122592064,Female,30,960,0
122626110,Female,40,1160,0
122640857,Female,20,1430,0
122666789,Female,40,2510,1
122680181,Female,60,215,0
122693129,Male,40,1320,0
122702678,Female,20,5790,0
122764331,Male,60,1580,0
122776419,Female,30,590,1
122784698,Female,20,1360,0
122821782,Female,30,1240,1
122842107,Male,20,2250,0
122848345,Female,60,550,1
122925879,Male,50,1690,1
122946218,Female,20,525,1
122946430,Male,20,75,1
122949387,Female,40,440,1
122975898,Female,40,1470,0
123009158,Female,60,630,0
123041202,Female,60,370,0
123046184,Female,30,670,0
123089815,Female,50,3880,0
123112322,Female,30,390,1
123124479,Female,20,1370,0
123133488,Female,40,630,1
123149137,Female,30,1990,0
123166585,Female,40,1570,0
123167780,Female,60,580,0
123198180,Female,20,370,1
123227750,Female,50,185,1
123228054,Female,20,490,1
123253674,Female,40,190,1
123271937,Male,50,1370,0
123298323,Female,50,3120,0
123328297,Female,60,710,0
123343832,Female,20,270,1
123357617,Female,50,1480,0
123398450,Female,20,200,1
123401631,Female,20,1090,0
123405677,Female,20,1060,1
123419032,Female,30,2740,1
123423213,Female,40,1170,1
123426832,Female,40,2190,1
123428935,Male,30,2260,0
123455061,Male,60,1220,0
123471993,Female,60,650,1
123513051,Female,60,590,0
123530683,Female,30,2100,0
123546622,Male,60,1110,1
123603769,Male,20,200,1
123616189,Male,30,320,1
123621923,Male,30,1020,0
123641228,Female,50,1310,0
123662995,Male,60,1200,0
123688100,Female,20,310,1
123736054,Male,30,1060,0
123741676,Female,30,660,1
123747401,Male,30,1440,0
123753020,Female,20,4540,0
123759794,Female,20,1790,1
123785847,Female,40,440,1
123788701,Female,40,950,1
123822313,Female,30,880,0
123859517,Male,40,105,1
123879409,Female,60,230,1
123941205,Female,40,790,0
123959781,Female,20,900,0
123972650,Female,20,1490,0
123972834,Male,60,280,0
123984721,Male,50,200,1
123998216,Female,60,1400,0
124008426,Female,30,830,1
124010788,Male,20,1420,0
124026819,Female,60,590,1
124033817,Male,20,720,1
124041577,Female,40,2840,0
124059206,Female,40,1520,0
124105644,Male,60,350,0
124109888,Male,40,250,0
124111867,Female,20,2740,1
124178426,Male,60,1160,1
124190497,Male,60,260,0
124191388,Male,30,2540,0
124195621,Female,40,770,1
124204484,Female,30,2680,0
124222419,Male,40,440,1
124225359,Female,40,1850,1
124240666,Female,30,710,0
124241540,Female,60,1080,1
124264235,Female,20,1170,0
124329835,Female,40,750,0
124375399,Female,60,1150,1
124382694,Female,40,240,1
124395878,Female,30,1920,0
124420433,Male,60,960,0
124421171,Male,30,1350,1
124432368,Female,30,850,0
124467049,Female,30,1750,0
124528412,Male,30,610,0
124539319,Female,30,2040,1
124560757,Female,20,830,0
124630610,Female,40,350,1
124648844,Female,20,790,1
124674744,Female,40,700,0
124725057,Male,40,900,0
124731492,Male,30,5710,0
124751070,Female,30,4650,0
124754699,Female,40,2450,0
124755412,Female,40,760,1
124764001,Female,20,1510,0
124768832,Male,20,730,0
124796002,Female,50,2240,1
124817172,Male,30,1300,0
124883979,Female,20,870,0
124888998,Female,40,890,1
124890564,Female,50,1500,0
124894203,Female,20,400,0
124932141,Male,30,810,1
124945103,Female,40,230,1
124968546,Female,40,1610,0
124977364,Female,30,1250,0
124981828,Female,60,320,1
124989800,Male,40,2580,0
125064209,Female,30,440,0
125081770,Female,30,890,0
125095227,Male,40,910,0
125105056,Female,40,650,0
125107159,Female,40,1410,0
125129571,Male,30,3030,0
125135527,Female,20,970,0
125161854,Female,20,285,1
125197013,Female,30,640,1
125209457,Female,60,930,1
125223729,Female,40,270,1
125278637,Female,20,1530,0
125298581,Female,40,1160,0
125313550,Female,30,1620,1
125422184,Female,30,660,1
125425734,Female,30,500,1
125431834,Female,30,1730,0
125476026,Female,40,240,1
125481211,Male,40,1070,1
125483741,Female,40,1110,0
125492064,Female,50,1390,0
125496918,Male,20,750,1
125507867,Female,60,2350,0
125512823,Male,20,300,1
125517415,Male,60,300,1
125537147,Female,40,740,1
125550191,Female,60,550,0
125623895,Female,40,730,0
125634211,Male,40,410,1
125636697,Male,20,220,1
125647181,Female,20,175,1
125652703,Female,20,1100,1
125699616,Male,30,715,1
125709001,Female,20,2010,0
125714029,Male,40,1260,0
125720761,Male,60,715,0
125754094,Female,20,1880,0
125777543,Male,20,280,1
125797060,Male,40,1070,0
125856538,Female,60,295,1
125871395,Female,40,630,1
125883589,Female,60,1120,0
125889673,Female,40,3120,0
125896329,Female,40,1680,1
125900736,Female,30,1000,1
125912043,Female,40,2060,0
125916010,Male,60,380,1
125936483,Male,20,1720,0
125936780,Female,30,370,0
125942323,Female,20,1120,0
125947953,Female,60,610,0
125953275,Female,30,1200,0
125967906,Female,20,1450,0
125998511,Female,40,380,1
125999198,Female,20,1190,0
126000145,Male,50,200,1
126001364,Female,20,655,1
126003085,Female,60,175,1
126041803,Male,60,220,0
126068886,Female,50,1080,0
126084817,Male,20,1500,1
126093109,Female,20,1220,0
126096742,Male,30,490,1
126105376,Female,40,2010,0
126149332,Female,30,1990,0
126149912,Female,50,1680,0
126154879,Female,50,1990,0
126168456,Male,20,650,1
126170503,Female,40,2820,0
126176475,Male,40,1500,1
126184029,Female,20,355,1
126204505,Male,30,700,0
126208589,Female,60,1720,0
126221892,Male,20,790,0
126224442,Female,60,1880,0
126230030,Female,50,950,0
126265513,Male,30,2670,0
126325705,Male,40,395,1
126335568,Male,40,1370,0
126367859,Female,50,400,1
126377926,Male,20,740,0
126395616,Female,60,570,0
126398211,Female,40,300,1
126414751,Male,20,4310,0
126481630,Male,20,990,1
126490823,Male,30,990,0
126495781,Female,60,330,1
126529516,Male,30,2100,0
126537931,Female,50,1320,0
126540160,Female,40,2510,0
126542355,Female,40,1350,0
126559469,Female,30,1290,0
126578989,Female,20,1530,0
126582634,Male,40,2050,0
126589343,Female,50,460,1
126602356,Male,40,295,1
126604503,Male,40,2070,0
126611068,Female,20,1940,0
126611587,Female,40,660,0
126612874,Female,30,2310,0
126622545,Male,40,1360,0
126667850,Female,30,1200,1
126678306,Male,60,1480,0
126679419,Female,20,1120,1
126691411,Male,20,580,1
126751191,Female,60,125,1
126755120,Female,50,1470,0
126822174,Male,30,640,1
126848563,Female,60,550,1
126911632,Female,40,1930,0
126932651,Female,50,1710,0
126940533,Female,40,510,0
127018514,Female,20,1450,0
127021644,Female,30,1960,0
127061596,Female,20,1130,0
127101230,Female,40,1170,0
127147245,Female,30,1270,0
127148723,Female,40,1770,0
127155189,Female,50,2110,0
127174302,Female,40,540,1
127177440,Female,20,770,1
127237175,Male,40,1310,0
127240557,Female,60,1470,0
127279564,Male,30,1430,0
127283608,Female,40,2740,0
127284537,Female,40,1680,0
127288405,Female,30,1710,0
127311721,Male,20,610,1
127354353,Male,30,2510,1
127362730,Male,40,370,1
127371589,Male,60,870,1
127372036,Male,30,810,1
127387405,Male,20,1190,1
127396155,Male,50,500,1
127411766,Female,40,1500,0
127451168,Male,60,600,1
127456446,Male,20,1870,1
127488355,Female,60,1540,0
127516485,Female,30,2070,0
127532737,Female,40,480,1
127560419,Male,30,205,1
127570593,Female,40,560,1
127579404,Female,40,630,1
127585481,Female,30,410,1
127638354,Female,30,1300,0
127640548,Female,60,290,1
127645796,Male,30,875,1
127677469,Female,20,870,1
127695845,Male,60,230,1
127739235,Male,30,295,1
127777336,Female,30,3400,0
127788516,Female,20,380,1
127788820,Female,40,565,1
127802052,Male,50,630,1
127810552,Female,50,550,0
127828274,Male,30,1900,1
127849804,Female,30,1630,0
127868010,Female,20,640,1
127874295,Female,40,850,0
127889572,Female,40,950,0
127905043,Female,30,1890,0
127937143,Male,20,1240,1
127986233,Female,40,225,1
127995532,Male,40,1450,0
128013877,Female,40,280,1
128015611,Female,30,950,1
128021889,Male,20,290,1
128092421,Female,50,870,1
128098850,Male,20,750,1
128123125,Male,20,970,1
128140696,Female,60,590,1
128144472,Female,30,1040,0
128167334,Male,50,1630,0
128168508,Female,20,1480,1
128177517,Female,60,850,0
128190226,Female,20,150,1
128200550,Male,50,1210,1
128222507,Male,40,850,0
128227007,Female,20,1220,0
128233923,Female,40,130,1
128247180,Male,50,1340,0
128249115,Female,40,205,1
128258674,Female,50,530,0
128267126,Female,40,1550,0
128318002,Male,40,1710,0
128319955,Male,30,890,0
128341109,Male,40,305,0
128346333,Female,40,3130,0
128377276,Male,60,2620,0
128389637,Male,60,515,1
128394822,Male,40,230,1
128400837,Female,60,180,1
128411734,Female,40,2850,0
128454014,Female,30,320,1
128463924,Male,20,930,0
128498773,Female,30,610,1
128501169,Male,20,2200,0
128524649,Male,20,560,1
128532729,Female,40,250,1
128535331,Female,20,1380,0
128550747,Male,40,2990,0
128555803,Female,30,3120,0
128557494,Male,30,180,1
128567288,Male,30,1170,1
128606048,Male,40,990,0
128613237,Female,30,290,1
128617891,Female,20,1000,0
128630111,Female,40,850,0
128655817,Female,20,2410,0
128660415,Male,60,285,1
128679639,Male,40,490,1
128681120,Female,20,550,0
128783572,Female,40,720,1
128834137,Female,50,1340,0
128857440,Female,50,990,0
128880707,Female,20,1740,0
128920649,Female,60,520,1
128928669,Female,20,1390,0
128938910,Female,40,4030,0
128967132,Male,60,350,1
128975267,Female,60,415,1
129001859,Female,20,230,1
129019359,Male,30,410,1
129031023,Female,40,1230,1
129045792,Female,60,1080,0
129052912,Female,40,2180,1
129060320,Female,20,420,1
129113712,Female,20,1390,1
129118724,Male,20,880,0
129121274,Female,30,165,0
129146505,Female,40,230,1
129148653,Female,40,1510,0
129160327,Female,30,2730,0
129212774,Female,30,2430,0
129258222,Male,50,140,1
129286430,Female,40,1450,1
129310272,Female,20,3700,0
129318391,Female,30,710,1
129328802,Female,60,1480,0
129335831,Female,60,1730,0
129335985,Female,60,900,0
129387007,Female,20,1750,0
129396856,Female,30,595,1
129413188,Female,20,1640,0
129456512,Male,30,340,1
129466719,Female,20,190,1
129477425,Female,40,1730,0
129517121,Female,30,1300,0
129559633,Female,40,5970,0
129561629,Female,20,1100,0
129586769,Female,30,1410,0
129604432,Female,20,1070,0
129613670,Female,20,530,1
129615124,Female,40,1010,0
129620807,Female,30,185,1
129638635,Female,20,2100,0
129656851,Female,30,400,1
129657155,Female,40,430,1
129666676,Female,20,1480,0
129667062,Female,20,170,1
129668519,Female,20,240,1
129688272,Female,30,800,0
129735259,Male,30,510,1
129751709,Male,40,1090,1
129755721,Female,40,2130,1
129800612,Male,20,315,1
129821730,Female,30,780,1
129833474,Male,30,1980,0
129842414,Female,30,410,1
129851447,Female,60,1180,0
129867073,Female,20,810,0
129877072,Female,60,445,1
129883226,Female,20,1980,0
129900763,Male,30,520,1
129907168,Female,40,1090,0
129907755,Female,40,940,1
129927500,Male,20,1720,0
129955626,Female,60,390,1
129964260,Male,60,500,1
129986514,Male,60,1600,0
129991198,Female,20,1940,0
130008182,Female,40,660,1
130009141,Male,60,510,1
130009981,Female,40,870,0
130044968,Female,40,930,0
130147195,Female,30,2810,1
130165830,Female,20,370,0
130173163,Female,60,1210,0
130181793,Female,30,350,1
130202566,Female,50,1880,0
130212602,Male,20,820,1
130233324,Male,20,200,1
130241022,Male,60,1160,0
130265097,Male,20,280,1
130307056,Male,30,370,1
130342026,Female,30,1450,0
130358928,Male,50,400,1
130372368,Female,30,715,1
130376373,Female,20,800,0
130388567,Female,20,720,1
130391178,Female,20,790,0
130399518,Female,20,680,1
130454187,Female,20,590,1
130454415,Female,30,1785,1
130458819,Female,40,1070,1
130486256,Female,20,1120,0
130537880,Male,30,1440,0
130561649,Male,60,890,1
130564138,Female,60,1380,1
130574885,Female,20,280,0
130600232,Female,30,1700,0
130615373,Female,20,2190,1
130634350,Female,40,1790,0
130644212,Female,60,1330,0
130685383,Female,60,340,1
130693586,Female,20,1780,0
130717763,Female,20,670,1
130796850,Female,20,1510,1
130800373,Female,20,660,1
130806955,Male,40,1050,1
130830691,Female,30,930,0
130876477,Male,60,680,1
130912182,Female,30,1240,0
130930964,Female,20,2220,0
130944237,Female,40,1880,0
130958494,Female,20,1160,1
130958722,Female,30,1570,0
131027861,Female,30,780,0
131067249,Female,30,1090,1
131089074,Male,50,440,1
131096225,Male,40,1070,0
131112710,Female,40,580,1
131115087,Male,30,350,0
131139502,Female,40,900,0
131141475,Female,60,350,1
131158763,Female,40,1790,0
131177535,Male,20,1290,0
131224178,Female,60,1190,0
131230346,Male,40,130,1
131234382,Female,30,460,0
131260435,Female,40,1040,1
131261630,Female,60,1290,0
131266109,Female,60,2050,0
131268813,Female,40,1240,0
131271028,Female,20,490,1
131290142,Female,20,2630,0
131323703,Male,30,210,1
131336109,Female,20,150,1
131342759,Male,50,660,0
131365659,Female,60,2110,0
131392808,Female,20,2150,0
131418188,Female,40,2480,0
131424950,Female,20,850,0
131462495,Male,20,370,1
131467537,Female,30,980,1
131478915,Female,20,2390,1
131563093,Female,20,2240,0
131572798,Female,30,460,0
131579056,Female,50,830,0
131584777,Male,40,1700,0
131592291,Male,40,800,0
131654418,Female,20,1190,0
131697927,Male,60,530,1
131714617,Female,40,385,1
131731096,Female,30,1040,0
131765398,Female,30,600,0
131795562,Female,60,300,1
131796705,Male,20,2060,0
131797061,Female,50,4780,0
131830614,Male,20,1410,0
131878104,Male,50,1210,0
131901307,Female,20,250,1
131903684,Male,30,505,1
131905770,Female,50,1360,0
131922272,Female,60,1110,1
131927970,Male,30,490,1
131934893,Female,40,340,1
131942263,Female,40,1180,1
132004878,Male,40,1070,0
132016321,Female,40,1080,0
132029390,Female,20,1560,0
132048995,Female,30,1340,0
132102192,Female,30,190,1
132106138,Male,40,1070,1
132111972,Female,40,250,1
132123470,Female,20,310,1
132129830,Male,30,275,1
132145052,Female,20,370,1
132155136,Female,20,710,1
132176728,Female,30,2680,0
132200744,Female,30,810,1
132204148,Female,20,3290,0
132214185,Female,30,2270,0
132239461,Female,20,1230,1
132253337,Male,30,500,1
132283600,Female,50,470,1
132309829,Female,20,380,1
132357073,Female,30,1140,0
132360660,Male,20,2850,0
132365191,Male,20,1180,0
132366181,Female,30,1200,0
132396447,Female,40,960,0
132406429,Female,20,1410,0
132417142,Female,20,2240,0
132420241,Male,40,1890,1
132441239,Female,40,2200,1
132528800,Male,50,320,1
132605860,Female,30,840,0
132664218,Female,50,520,0
132670844,Male,40,1160,0
132671483,Female,20,255,1
132672442,Male,30,910,0
132686852,Female,20,1530,0
132798050,Male,40,570,0
132809442,Female,30,880,0
132830965,Female,20,270,1
132834833,Female,20,1280,0
132895148,Female,40,940,0
132963342,Female,60,520,1
133027647,Male,40,660,1
133041667,Female,40,450,1
133067735,Male,20,450,1
133106007,Male,40,1050,0
133138008,Female,40,2770,0
133145464,Male,30,1030,0
133150987,Female,40,1100,0
133155203,Male,60,610,0
133185743,Female,40,570,0
133187518,Female,40,2750,0
133228891,Female,20,1530,0
133249131,Female,60,3900,0
133302393,Female,40,1620,0
133315379,Female,60,1760,0
133324364,Female,20,1260,0
133334684,Male,40,1940,1
133342641,Male,20,640,1
133410166,Female,50,500,0
133419183,Male,20,700,1
133427089,Male,40,720,1
133444703,Male,20,800,1
133445052,Male,20,1220,1
133467719,Female,40,900,1
133480398,Female,30,2770,0
133491141,Male,20,2185,0
133502717,Male,60,1360,0
133504889,Female,60,355,1
133510408,Female,20,830,0
133529042,Male,50,1540,0
133539003,Female,20,250,1
133540115,Female,60,860,1
133593791,Female,20,1110,0
133613864,Female,30,1830,0
133629346,Female,40,960,1
133682969,Male,20,1010,0
133693187,Female,60,4660,0
133695242,Female,20,120,1
133720944,Male,30,630,1
133721880,Male,20,400,1
133731254,Male,20,1830,0
133746982,Female,30,520,0
133756363,Female,40,4190,0
133760520,Female,60,2740,0
133813301,Male,30,1570,0
133890838,Male,60,1760,1
133952116,Female,40,580,1
133962740,Male,50,640,0
133971896,Male,40,290,1
133982144,Female,30,540,1
134001271,Male,50,360,1
134050897,Female,60,490,1
134078518,Male,50,5760,0
134104064,Female,20,1670,0
134125281,Male,20,310,1
134132616,Female,60,110,1
134138991,Female,30,415,0
134141113,Female,20,690,1
134159590,Male,30,1420,0
134199091,Female,20,400,1
134202227,Female,20,980,1
134210895,Male,50,360,0
134219263,Male,30,420,0
134244470,Female,30,1940,0
134249123,Male,50,280,1
134258323,Male,20,450,1
134266984,Male,40,1900,0
134271865,Male,20,900,0
134277751,Female,50,590,1
134281130,Female,20,3090,0
134283646,Male,20,1510,0
134286449,Female,60,770,0
134324455,Female,30,1460,0
134414484,Female,20,3690,0
134419694,Female,40,3500,0
134443590,Female,40,3250,0
134467176,Female,40,1130,0
134471340,Female,30,270,1
134476093,Male,20,2000,0
134481233,Male,30,1760,1
134514665,Female,40,810,1
134527344,Female,50,2390,0
134544341,Female,40,170,1
134578612,Male,60,1090,0
134597316,Male,60,430,1
134601365,Male,50,170,0
134614464,Male,30,280,1
134615713,Male,60,340,0
134617625,Female,40,620,0
134667668,Male,30,1820,0
134670651,Female,50,3540,0
134673911,Female,30,650,0
134699799,Female,60,190,1
134717547,Male,20,950,1
134749166,Male,30,1830,1
134755754,Female,20,1070,0
134759165,Male,20,1920,0
134764473,Female,20,1435,0
134795521,Female,40,1700,0
134800416,Male,40,1530,0
134838938,Female,60,1670,0
134843444,Female,60,950,0
134864975,Female,20,810,1
134874011,Female,50,2590,0
134918913,Female,40,1050,0
134943144,Female,20,2220,0
134944660,Female,40,285,1
134998014,Female,40,195,1
135030584,Female,60,320,1
135058311,Male,40,440,1
135061588,Female,40,470,0
135095286,Female,30,330,0
135137399,Female,40,1870,0
135139010,Female,60,355,1
135157182,Female,20,950,1
135186649,Male,30,2620,0
135294931,Female,30,805,0
135312796,Female,60,450,1
135339052,Female,30,200,1
135352471,Female,20,130,1
135354444,Male,40,370,1
135403319,Female,30,590,1
135408383,Male,60,370,1
135415978,Female,20,930,1
135450368,Female,60,450,1
135497875,Male,40,460,0
135521655,Male,20,790,1
135540427,Male,30,650,0
135615262,Male,40,1780,0
135639985,Female,60,1870,0
135640783,Female,60,630,1
135660507,Female,20,1760,0
135669104,Male,20,1150,1
135674306,Female,30,1520,1
135680444,Female,40,4870,1
135694809,Male,20,990,0
135784524,Male,40,1100,0
135792116,Male,20,310,1
135841685,Female,20,1270,0
135851257,Male,30,1270,0
135876885,Female,50,1120,0
135885375,Female,60,380,1
135895138,Female,30,1450,0
135910152,Female,40,990,0
135917656,Female,20,1260,1
135923619,Female,30,1330,0
135925552,Male,20,2040,0
135966777,Female,60,730,1
135971078,Female,40,155,1
135977100,Female,30,1590,0
135990093,Male,40,1260,0
135999409,Female,40,2520,0
136004126,Male,30,1700,0
136015795,Female,60,700,1
136060146,Male,40,300,1
136076581,Female,20,975,0
136089413,Female,60,650,1
136100774,Female,40,800,0
136132850,Female,60,365,1
136172139,Male,60,2430,0
136193998,Male,30,540,0
136226603,Female,60,420,1
136268047,Male,20,370,1
136271870,Female,40,1220,0
136289691,Female,40,550,0
136346691,Male,20,390,0
136349579,Male,20,650,1
136391028,Female,50,1110,0
136416936,Female,50,980,0
136438136,Female,40,370,0
136453801,Female,30,770,0
136481873,Female,60,2440,1
136540181,Female,20,690,0
136556199,Female,30,1740,0
136576616,Female,30,2680,0
136577446,Female,60,670,1
136609659,Female,60,460,1
136621033,Female,30,1830,0
136660209,Female,60,570,1
136661442,Female,60,2100,0
136667772,Female,30,2720,0
136735587,Female,30,925,1
136796083,Female,50,1510,0
136801190,Female,40,1640,0
136851607,Male,20,2500,0
136866328,Female,60,1360,0
136868117,Female,40,6360,0
136883004,Female,60,1450,0
136896004,Male,60,275,1
136903627,Female,30,1010,1
136914968,Female,60,920,0
136930104,Female,20,470,1
136965663,Male,40,1370,0
136999514,Female,30,1375,1
137019457,Female,30,1700,0
137050245,Male,30,990,0
137087821,Female,20,920,0
137114299,Male,30,780,0
137124366,Male,50,2090,0
137147327,Male,20,485,1
137157661,Male,50,1590,0
137171735,Female,60,1130,0
137189495,Female,50,1470,1
137199050,Male,20,1790,0
137203351,Female,50,540,1
137220105,Male,40,2310,0
137263195,Female,60,200,1
137271176,Female,50,875,1
137274221,Female,50,1020,0
137277680,Female,50,400,0
137309640,Female,60,1120,0
137314538,Female,20,1560,1
137337773,Female,20,2930,0
137347642,Female,20,2280,0
137354398,Female,60,1480,0
137401825,Female,20,1530,0
137447014,Male,30,500,1
137455613,Female,40,940,0
137460525,Female,60,260,1
137490799,Female,60,250,1
137515096,Female,30,720,0
137518660,Female,30,1100,0
137526542,Female,20,300,1
137530761,Male,40,710,1
137540241,Male,40,1420,0
137540258,Male,20,2020,0
137550370,Female,40,1120,0
137565893,Female,60,440,1
137568160,Male,60,530,0
137573836,Male,20,850,0
137575847,Female,20,260,1
137599003,Female,60,1080,0
137618476,Female,30,380,1
137618513,Female,60,150,1
137631161,Male,20,700,0
137645205,Female,40,490,0
137666965,Female,40,1430,0
137671051,Female,20,130,1
137674267,Female,40,1480,0
137676940,Male,20,2050,0
137683672,Female,40,490,1
137718862,Female,20,235,0
137730628,Male,20,1100,0
137770143,Female,50,1280,0
137773038,Male,30,610,1
137814601,Female,30,1690,0
137842338,Female,20,440,1
137846794,Male,50,1260,0
137881191,Female,30,410,1
137922344,Female,40,2860,0
137939571,Female,50,335,1
137950200,Male,20,850,1
137953812,Male,40,820,0
137977238,Male,20,155,1
138016257,Male,20,1200,1
138021466,Male,20,460,1
138046827,Male,20,1820,0
138055256,Male,20,915,1
138116834,Female,40,420,1
138144745,Female,30,2220,0
138167423,Male,40,300,1
138252129,Female,50,720,0
138310065,Female,60,210,1
138338847,Female,30,920,0
138363818,Male,50,2130,0
138368066,Male,60,370,1
138430985,Female,20,5520,0
138458811,Female,30,415,1
138459603,Female,20,160,1
138469909,Female,20,1210,0
138480751,Male,30,890,0
138495168,Female,20,150,1
138498305,Male,20,4090,0
138540332,Male,60,2600,1
138546624,Female,20,2840,0
138554513,Female,60,200,1
138612596,Male,30,1370,0
138631054,Female,40,720,1
138638404,Female,60,820,0
138646317,Male,20,2010,0
138656248,Male,60,800,0
138676253,Male,60,430,1
138692222,Male,40,230,0
138694790,Female,40,2310,1
138721489,Female,60,450,0
138727252,Female,20,400,1
138733703,Male,60,280,0
138743023,Female,30,380,1
138758423,Female,40,2160,0
138802737,Female,20,1480,0
138815881,Male,20,390,1
138816871,Female,40,690,0
138818271,Male,30,1830,0
138878886,Female,60,840,0
138882456,Female,40,2550,0
138921872,Female,20,1720,0
138953378,Female,40,1450,0
138962981,Female,60,400,1
138970153,Female,60,320,0
138987755,Female,20,550,1
138988813,Male,40,1370,0
138999062,Female,60,590,1
139065407,Female,30,600,1
139080882,Female,50,2095,1
139117762,Female,40,670,0
139133250,Female,20,2190,0
139137326,Male,20,2850,0
139170262,Female,30,990,1
139170330,Female,20,1520,1
139172990,Female,60,420,1
139193254,Female,30,2080,0
139204912,Female,60,350,1
139252364,Female,20,1340,0
139264428,Male,60,370,0
139266934,Female,30,2090,0
139282729,Female,60,2860,0
139284044,Female,20,1390,0
139301031,Female,50,660,1
139304933,Male,60,1100,0
139376909,Female,30,1880,1
139386618,Female,30,1260,0
139405982,Female,20,1510,1
139431295,Female,20,1020,0
139431912,Female,50,780,0
139439451,Female,30,640,1
139462480,Female,60,660,1
139585585,Male,50,1650,0
139592323,Male,20,570,0
139610171,Female,30,660,1
139613677,Male,40,260,1
139653130,Female,60,1290,1
139660732,Female,40,2630,1
139666130,Female,20,1240,0
139685278,Male,20,1860,0
139690784,Male,40,1730,0
139696458,Male,50,250,0
139707741,Female,20,280,1
139707987,Female,60,2280,0
139724045,Male,20,1120,0
139736703,Male,20,1630,0
139763099,Male,20,440,1
139791375,Female,40,1770,1
139834300,Female,40,1390,0
139834485,Female,50,670,1
139836847,Female,30,4890,0
139839121,Male,20,1900,0
139840288,Male,30,940,0
139868008,Female,20,1270,0
139897015,Female,20,600,1
139904904,Female,20,3430,0
139914033,Male,30,730,1
139928917,Female,20,990,1
139974181,Male,40,1570,0
139992192,Female,20,1490,0
140018164,Female,30,1360,0
140039107,Female,50,1690,0
140056432,Male,40,2040,0
140082547,Male,60,590,1
140104249,Male,30,290,1
140211909,Female,40,1510,0
140236933,Female,20,3760,0
140247021,Male,20,1270,0
140266503,Female,30,1360,1
140281827,Female,20,900,0
140296623,Female,30,310,1
140333991,Male,40,590,1
140369006,Male,50,2380,0
140369488,Female,30,350,1
140398228,Female,30,1330,0
140431567,Female,30,850,1
140433707,Female,60,310,1
140434742,Female,60,890,0
140476926,Female,30,1400,0
140496399,Male,30,750,1
140572024,Female,50,3010,0
140578613,Female,20,950,0
140622156,Female,20,1630,0
140640396,Female,60,1530,0
140646862,Female,40,1920,1
140671482,Male,20,2590,0
140679174,Female,50,1120,0
140703497,Female,30,2650,0
140733333,Female,20,960,0
140755366,Male,40,1030,1
140762913,Female,40,3310,1
140781617,Female,30,670,0
140830377,Male,20,1680,0
140848723,Female,30,420,1
140882239,Female,20,2160,0
140892689,Female,40,3370,0
140907420,Male,50,380,1
140908052,Female,50,820,0
140913117,Female,30,710,1
140915081,Male,40,1090,0
140964966,Female,30,1370,0
141022528,Male,30,1880,1
141023877,Male,50,1860,0
141034149,Female,40,270,1
141036976,Male,30,2140,1
141038970,Female,30,2480,0
141070710,Male,60,710,1
141118245,Female,40,770,1
141156308,Female,20,2220,0
141176146,Male,50,1820,0
141180051,Female,20,1730,1
141199251,Female,40,1250,0
141201220,Male,20,200,1
141247822,Male,40,115,1
141290750,Male,30,330,1
141339541,Female,40,310,1
141362334,Female,30,2700,0
141364451,Male,30,1500,0
141393697,Female,20,460,1
141397558,Female,40,890,0
141436370,Female,60,140,1
141458686,Female,20,980,0
141459331,Female,60,320,1
